t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
3.505,ev0/lm0,-0.49,0.87,2.21,0.12,-0.52,-0.17,85.0,0.071,0.374,0.1206,6.21,88,0.05,0,0,-1,0.000,0.000,1.952,15.214,1255,1552,1478,1513,1800,33,10.0,0,60,23.10,0.63,1,-,0,17,2
3.605,ev0/lm0,-0.44,0.88,2.19,0.24,-0.49,-0.16,85.0,0.063,0.385,0.1221,6.21,90,0.06,0,0,-1,0.000,0.000,1.892,15.881,1257,1529,1471,1511,1800,33,12.9,0,45,23.07,1.04,1,-,0,17,2
3.707,ev0/lm0,-0.44,0.91,2.17,0.34,-0.51,-0.09,84.0,0.052,0.407,0.1227,6.23,93,0.05,0,0,-1,0.000,0.000,1.994,16.639,1257,1518,1469,1508,1800,33,8.0,0,45,23.01,1.62,1,-,0,18,2
3.808,ev0/lm0,-0.39,0.91,2.14,0.41,-0.51,-0.03,84.0,0.037,0.450,0.1213,6.25,95,0.04,0,0,-1,0.000,0.000,1.986,17.088,1251,1503,1468,1507,1800,33,10.0,0,45,23.01,1.30,1,-,0,18,2
3.909,ev0/lm0,-0.30,0.89,2.20,0.45,-0.52,0.14,84.0,0.023,0.475,0.1185,6.32,98,0.03,0,0,-1,0.000,0.000,1.884,17.530,1235,1483,1465,1503,1800,33,10.3,0,45,22.96,1.19,1,-,0,18,2
4.009,ev0/lm0,-0.23,0.86,2.23,0.48,-0.53,0.23,84.0,0.009,0.506,0.1158,6.39,100,0.02,0,0,-1,0.000,0.000,1.837,17.721,1226,1467,1470,1501,1800,33,12.0,0,45,22.96,0.80,1,-,0,18,2
4.111,ev0/lm0,-0.13,0.82,2.25,0.48,-0.55,0.21,84.0,-0.010,0.533,0.1140,6.39,103,0.03,0,0,-1,0.000,0.000,1.746,17.962,1222,1451,1476,1498,1800,33,10.1,0,45,22.96,0.36,1,-,0,18,2
4.211,ev0/lm0,-0.04,0.79,2.26,0.45,-0.57,0.15,84.0,-0.024,0.536,0.1135,6.32,105,0.04,0,0,-1,0.000,0.000,1.666,18.243,1226,1443,1483,1495,1800,33,12.7,0,45,23.00,0.17,1,-,0,18,2
4.312,ev0/lm0,0.03,0.81,2.30,0.40,-0.59,0.08,84.0,-0.038,0.522,0.1146,6.28,108,0.05,0,0,-1,0.000,0.000,1.612,18.978,1229,1441,1484,1493,1800,33,11.0,0,45,23.03,0.03,1,-,0,18,2
4.413,ev0/lm0,0.08,0.82,2.32,0.32,-0.59,0.03,84.0,-0.046,0.508,0.1173,6.11,110,0.07,0,0,-1,0.000,0.000,1.597,19.700,1232,1447,1483,1492,1800,33,10.0,0,45,23.03,-0.09,1,-,0,18,2
4.513,ev0/lm0,0.09,0.90,2.29,0.22,-0.59,-0.10,84.0,-0.051,0.501,0.1194,5.97,113,0.09,0,0,-1,0.000,0.000,1.642,21.097,1240,1461,1472,1492,1800,33,12.0,0,45,23.03,-0.27,1,-,0,18,2
4.613,ev0/lm0,0.08,0.93,2.27,0.14,-0.57,-0.14,84.0,-0.046,0.500,0.1196,5.98,115,0.08,0,0,-1,0.000,0.000,1.720,21.931,1245,1476,1468,1492,1800,33,11.3,0,58,23.01,-0.01,1,-,0,18,2
4.714,ev0/lm0,0.02,1.00,2.27,0.04,-0.56,-0.12,84.0,-0.040,0.519,0.1178,5.98,118,0.08,0,0,-1,0.000,0.000,1.870,23.106,1243,1498,1459,1494,1800,33,9.9,0,58,23.01,-0.03,1,-,0,18,2
4.815,ev0/lm0,-0.03,1.01,2.31,-0.04,-0.56,-0.00,85.0,-0.027,0.553,0.1140,6.05,120,0.07,0,0,-1,0.000,0.000,1.986,23.732,1235,1516,1458,1499,1800,33,11.8,0,58,22.98,0.06,1,-,0,18,2
4.915,ev0/lm0,-0.00,1.02,2.38,-0.09,-0.59,0.14,85.0,-0.012,0.592,0.1098,6.11,123,0.04,0,0,-1,0.000,0.000,1.921,24.366,1220,1519,1459,1498,1800,33,10.8,0,58,22.98,-0.41,1,-,0,18,2
5.016,ev0/lm0,-0.06,1.00,2.44,-0.12,-0.63,0.19,85.0,0.003,0.619,0.0741,6.18,125,0.05,0,0,-1,0.000,0.000,2.030,24.716,1210,1534,1467,1500,1800,33,10.3,0,58,22.98,-0.84,1,-,0,18,2
5.116,ev0/lm0,-0.12,0.98,2.46,-0.13,-0.67,0.15,85.0,0.014,0.637,0.0737,6.16,128,0.05,0,0,-1,0.000,0.000,2.138,25.199,1209,1544,1477,1502,1800,33,12.2,0,58,23.01,-1.28,1,-,0,18,2
5.217,ev0/lm0,-0.18,0.96,2.42,-0.09,-0.70,-0.13,85.0,0.029,0.625,0.0747,6.15,130,0.06,0,0,-1,0.000,0.000,2.250,25.584,1228,1543,1487,1504,1800,33,11.0,0,58,23.07,-1.53,1,-,0,18,2
5.317,ev0/lm0,-0.26,0.98,2.36,-0.07,-0.70,-0.38,85.0,0.042,0.589,0.1121,6.11,133,0.06,0,0,-1,0.000,0.000,2.428,26.345,1251,1546,1487,1506,1800,33,10.2,0,58,23.07,-1.24,1,-,0,18,2
5.418,ev0/lm0,-0.27,0.97,2.31,-0.04,-0.68,-0.56,85.0,0.045,0.547,0.1176,6.05,135,0.06,0,0,-1,0.000,0.000,2.448,26.977,1267,1540,1486,1506,1800,33,11.2,0,58,23.04,-1.01,1,-,0,18,2
5.520,ev0/lm0,-0.34,1.03,2.30,0.01,-0.68,-0.59,84.0,0.048,0.522,0.1220,5.98,138,0.13,0,0,-1,0.000,0.000,2.628,28.089,1273,1542,1480,1505,1800,33,11.6,0,58,23.04,-0.64,1,-,0,18,2
5.620,ev0/lm0,-0.39,1.04,2.30,0.08,-0.69,-0.46,84.0,0.048,0.494,0.1255,5.98,140,0.06,0,0,-1,0.000,0.000,2.767,28.783,1268,1541,1480,1507,1800,33,10.0,0,58,23.04,-0.08,1,-,0,18,2
5.721,ev0/lm0,-0.36,1.08,2.31,0.18,-0.71,-0.24,84.0,0.042,0.487,0.1274,5.97,143,0.06,0,0,-1,0.000,0.000,2.773,29.842,1254,1528,1475,1506,1800,33,10.9,0,58,22.92,0.19,1,-,0,18,2
5.822,ev0/lm0,-0.33,1.08,2.36,0.27,-0.73,0.00,84.0,0.038,0.492,0.1278,5.92,145,0.07,0,0,-1,0.000,0.000,2.770,30.611,1236,1513,1473,1505,1800,33,11.9,0,58,22.89,0.31,1,-,0,18,2
5.922,ev0/lm0,-0.28,1.10,2.38,0.33,-0.73,0.13,84.0,0.030,0.499,0.1273,5.97,148,0.05,0,0,-1,0.000,0.000,2.763,31.588,1226,1498,1467,1504,1800,33,10.2,0,58,22.89,0.30,1,-,0,18,2
6.023,ev0/lm0,-0.23,1.09,2.32,0.36,-0.73,0.07,84.0,0.016,0.518,0.1262,5.97,150,0.05,0,0,-1,0.000,0.000,2.747,32.163,1231,1487,1469,1502,1800,33,10.9,0,58,22.89,0.29,1,-,0,18,2
6.123,ev0/lm0,-0.14,1.09,2.27,0.37,-0.76,-0.09,84.0,0.003,0.547,0.1245,5.98,153,0.06,0,0,-1,0.000,0.000,2.647,32.971,1240,1473,1471,1499,1800,33,11.1,0,58,22.92,-0.07,1,-,0,18,2
6.224,ev0/lm0,-0.08,1.07,2.24,0.36,-0.77,-0.17,84.0,-0.014,0.551,0.1242,5.94,155,0.06,0,0,-1,0.000,0.000,2.608,33.528,1245,1467,1477,1497,1800,33,9.6,0,58,22.92,-0.17,1,-,0,18,2
6.324,ev0/lm0,-0.03,1.09,2.25,0.33,-0.79,-0.14,84.0,-0.021,0.542,0.1254,5.92,158,0.06,0,0,-1,0.000,0.000,2.588,34.541,1243,1463,1475,1496,1800,33,10.7,0,58,22.91,-0.16,1,-,0,18,2
6.425,ev0/lm0,-0.01,1.09,2.25,0.27,-0.80,-0.10,84.0,-0.026,0.529,0.1274,5.81,160,0.07,0,0,-1,0.000,0.000,2.624,35.311,1241,1467,1477,1495,1800,33,11.3,0,58,22.89,0.02,1,-,0,18,2
6.526,ev0/lm0,-0.01,1.15,2.25,0.20,-0.80,-0.05,84.0,-0.028,0.529,0.1282,5.73,163,0.09,0,0,-1,0.000,0.000,2.694,36.705,1236,1478,1469,1495,1800,33,9.6,0,58,22.89,-0.10,1,-,0,18,2
6.626,ev0/lm0,-0.01,1.17,2.27,0.12,-0.79,0.02,84.0,-0.026,0.537,0.1276,5.70,165,0.08,0,0,-1,0.000,0.000,2.745,37.631,1230,1488,1465,1495,1800,33,10.8,0,58,22.89,-0.19,1,-,0,18,2
6.727,ev0/lm0,-0.04,1.24,2.30,0.07,-0.79,0.05,84.0,-0.023,0.557,0.1261,5.67,168,0.08,0,0,-1,0.000,0.000,2.852,39.036,1227,1502,1456,1496,1800,33,10.9,0,58,22.89,-0.33,1,-,0,18,2
6.827,ev0/lm0,-0.06,1.24,2.32,0.03,-0.80,0.03,84.0,-0.015,0.588,0.0852,5.70,170,0.07,0,0,-1,0.000,0.000,2.925,39.846,1227,1511,1458,1497,1800,33,9.6,0,58,22.89,-0.42,1,-,0,18,2
6.928,ev0/lm0,-0.10,1.28,2.32,-0.01,-0.83,-0.04,84.0,-0.008,0.615,0.0839,5.70,173,0.08,0,0,-1,0.000,0.000,3.033,40.986,1228,1522,1457,1499,1800,33,11.1,0,58,22.91,-0.85,1,-,0,18,2
7.028,ev0/lm0,-0.14,1.28,2.32,-0.01,-0.86,-0.11,84.0,0.003,0.631,0.0833,5.74,175,0.07,0,0,-1,0.000,0.000,3.127,41.712,1232,1527,1464,1500,1800,33,11.1,0,58,22.92,-0.90,1,-,0,18,2
7.128,ev0/lm0,-0.22,1.29,2.32,-0.02,-0.88,-0.15,84.0,0.016,0.649,0.0830,5.75,178,0.06,0,0,-1,0.000,0.000,3.306,42.591,1231,1540,1467,1503,1800,33,10.2,0,58,22.92,-1.43,1,-,0,18,2
7.229,ev0/lm0,-0.26,1.27,2.32,-0.01,-0.90,-0.18,84.0,0.031,0.647,0.0838,5.74,180,0.08,0,0,-1,0.000,0.000,3.407,43.241,1232,1544,1473,1504,1800,33,10.9,0,58,22.92,-1.53,1,-,0,18,2
7.330,ev0/lm0,-0.30,1.29,2.34,0.01,-0.94,-0.17,84.0,0.038,0.625,0.0848,5.71,183,0.06,0,0,-1,0.000,0.000,3.507,44.348,1231,1546,1475,1505,1800,33,10.8,0,58,22.92,-1.46,1,-,0,18,2
7.430,ev0/lm0,-0.32,1.29,2.35,0.05,-0.97,-0.17,84.0,0.045,0.603,0.0868,5.65,185,0.08,0,0,-1,0.000,0.000,3.578,45.197,1231,1543,1480,1506,1800,33,10.1,0,58,22.92,-1.49,1,-,0,18,2
7.531,ev0/lm0,-0.33,1.33,2.34,0.09,-0.99,-0.19,84.0,0.048,0.581,0.0893,5.63,188,0.07,0,0,-1,0.000,0.000,3.666,46.497,1234,1538,1477,1506,1800,33,10.4,0,58,22.94,-1.29,1,-,0,18,2
7.631,ev0/lm0,-0.34,1.32,2.32,0.15,-0.99,-0.24,84.0,0.048,0.564,0.1300,5.63,190,0.08,0,0,-1,0.000,0.000,3.724,47.384,1239,1529,1478,1506,1800,33,11.7,0,55,22.94,-1.10,1,-,0,18,2
7.731,ev0/lm0,-0.33,1.35,2.30,0.20,-1.00,-0.26,84.0,0.045,0.550,0.1328,5.60,193,0.07,0,0,-1,0.000,0.000,3.788,48.678,1243,1522,1474,1506,1800,33,8.5,0,55,22.94,-0.86,1,-,0,18,2
7.832,ev0/lm0,-0.30,1.34,2.28,0.23,-1.00,-0.25,84.0,0.040,0.544,0.1341,5.63,195,0.07,0,0,-1,0.000,0.000,3.800,49.535,1244,1514,1475,1505,1800,33,9.5,0,55,22.93,-0.70,1,-,0,18,2
7.932,ev0/lm0,-0.26,1.36,2.28,0.27,-1.01,-0.18,83.0,0.031,0.544,0.1347,5.63,198,0.07,0,0,-1,0.000,0.000,3.795,50.723,1239,1503,1472,1501,1800,33,11.2,0,55,22.89,-0.67,1,-,0,18,2
8.033,ev0/lm0,-0.32,1.35,2.28,0.28,-1.01,-0.13,83.0,0.023,0.547,0.1353,5.65,200,0.11,0,0,-1,0.000,0.000,4.003,51.488,1236,1511,1474,1503,1800,33,10.4,0,55,22.88,-0.60,1,-,0,18,2
8.134,ev0/lm0,-0.29,1.36,2.27,0.29,-1.02,-0.10,83.0,0.013,0.557,0.1355,5.64,203,0.06,0,0,-1,0.000,0.000,4.035,52.593,1232,1505,1472,1502,1800,33,10.6,0,55,22.88,-0.71,1,-,0,18,2
8.235,ev0/lm0,-0.24,1.34,2.26,0.31,-1.04,-0.10,83.0,0.006,0.565,0.1357,5.61,205,0.07,0,0,-1,0.000,0.000,4.003,53.376,1232,1494,1478,1500,1800,33,10.3,0,55,22.89,-0.69,1,-,0,18,2
8.336,ev0/lm0,-0.21,1.36,2.25,0.31,-1.06,-0.14,83.0,0.001,0.572,0.1351,5.60,208,0.07,0,0,-1,0.000,0.000,4.044,54.628,1233,1489,1476,1499,1800,33,10.3,0,55,22.89,-0.95,1,-,0,18,2
8.436,ev0/lm0,-0.17,1.34,2.22,0.31,-1.07,-0.20,83.0,-0.009,0.562,0.1372,5.56,210,0.08,0,0,-1,0.000,0.000,4.042,55.489,1238,1483,1480,1497,1800,33,11.0,0,55,22.89,-0.92,1,-,0,18,2
8.537,ev0/lm0,-0.12,1.37,2.21,0.31,-1.07,-0.23,83.0,-0.016,0.547,0.1395,5.54,213,0.08,0,0,-1,0.000,0.000,4.051,56.848,1242,1479,1476,1496,1800,33,11.3,0,55,22.89,-0.77,1,-,0,18,2
8.637,ev0/lm0,-0.11,1.36,2.22,0.27,-1.07,-0.18,83.0,-0.022,0.535,0.1409,5.53,215,0.08,0,0,-1,0.000,0.000,4.100,57.770,1240,1482,1478,1496,1800,33,10.8,0,55,22.86,-0.49,1,-,0,18,2
8.738,ev0/lm0,-0.09,1.40,2.27,0.23,-1.08,-0.06,83.0,-0.024,0.536,0.1420,5.46,218,0.09,0,0,-1,0.000,0.000,4.151,59.239,1230,1486,1472,1495,1800,33,10.6,0,55,22.86,-0.63,1,-,0,18,2
8.839,ev0/lm0,-0.04,1.39,2.30,0.19,-1.08,0.02,84.0,-0.025,0.540,0.1418,5.45,220,0.10,0,0,-1,0.000,0.000,4.102,60.230,1225,1483,1474,1497,1800,33,11.1,0,55,22.86,-0.53,1,-,0,18,2
8.940,ev0/lm0,0.01,1.44,2.31,0.15,-1.09,-0.00,84.0,-0.023,0.549,0.1414,5.42,223,0.09,0,0,-1,0.000,0.000,4.057,61.792,1225,1480,1468,1495,1800,33,10.0,0,55,22.89,-0.62,1,-,0,18,2
9.041,ev0/lm0,0.00,1.43,2.31,0.11,-1.10,-0.06,84.0,-0.022,0.558,0.1410,5.38,225,0.09,0,0,-1,0.000,0.000,4.122,62.792,1229,1488,1471,1496,1800,33,11.0,0,55,22.89,-0.65,1,-,0,18,2
9.141,ev0/lm0,-0.03,1.49,2.28,0.07,-1.08,-0.18,84.0,-0.019,0.558,0.0988,5.36,228,0.09,0,0,-1,0.000,0.000,4.228,64.375,1240,1500,1464,1497,1800,33,11.4,0,55,22.89,-0.55,1,-,0,18,2
9.242,ev0/lm0,-0.05,1.49,2.26,0.04,-1.08,-0.24,84.0,-0.014,0.562,0.0988,5.35,230,0.09,0,0,-1,0.000,0.000,4.296,65.430,1246,1507,1465,1497,1800,33,10.6,0,55,22.89,-0.33,1,-,0,18,2
9.342,ev0/lm0,-0.09,1.54,2.25,0.01,-1.08,-0.24,84.0,-0.005,0.579,0.0987,5.35,233,0.09,0,0,-1,0.000,0.000,4.409,66.914,1246,1516,1460,1499,1800,33,10.4,0,55,22.89,-0.51,1,-,0,18,2
9.442,ev0/lm0,-0.12,1.53,2.23,-0.00,-1.10,-0.19,84.0,0.006,0.594,0.0992,5.33,235,0.08,0,0,-1,0.000,0.000,4.490,67.838,1240,1522,1464,1500,1800,33,11.3,0,55,22.86,-0.67,1,-,0,18,2
9.543,ev0/lm0,-0.17,1.57,2.22,-0.01,-1.11,-0.14,84.0,0.013,0.610,0.0988,5.30,238,0.09,0,0,-1,0.000,0.000,4.621,69.326,1235,1531,1459,1502,1800,33,9.9,0,55,22.84,-0.83,1,-,0,18,2
9.643,ev0/lm0,-0.21,1.57,2.20,0.00,-1.13,-0.11,84.0,0.024,0.619,0.0989,5.31,240,0.09,0,0,-1,0.000,0.000,4.733,70.290,1231,1536,1462,1503,1800,33,12.4,0,55,22.84,-0.98,1,-,0,18,2
9.744,ev0/lm0,-0.23,1.61,2.18,0.02,-1.15,-0.14,84.0,0.031,0.626,0.0990,5.27,243,0.09,0,0,-1,0.000,0.000,4.824,71.787,1234,1537,1459,1504,1800,33,10.7,0,55,22.86,-0.96,1,-,0,18,2
9.846,ev0/lm0,-0.24,1.60,2.17,0.05,-1.18,-0.17,84.0,0.038,0.635,0.0986,5.25,245,0.10,0,0,-1,0.000,0.000,4.876,72.810,1234,1532,1465,1505,1800,33,10.5,0,55,22.86,-1.08,1,-,0,18,2
9.946,ev0/lm0,-0.26,1.65,2.18,0.09,-1.21,-0.17,84.0,0.041,0.632,0.0990,5.22,248,0.09,0,0,-1,0.000,0.000,4.965,74.437,1234,1530,1463,1505,1800,33,10.9,0,55,22.86,-1.13,1,-,0,18,2
10.047,ev0/lm0,-0.25,1.64,2.21,0.13,-1.24,-0.12,84.0,0.038,0.631,0.0999,5.19,250,0.09,0,0,-1,0.000,0.000,4.995,75.556,1228,1522,1465,1505,1800,33,11.4,0,55,22.86,-1.19,1,-,0,18,2
10.147,ev0/lm0,-0.33,1.70,2.24,0.13,-1.26,-0.11,83.0,0.037,0.631,0.1004,5.16,253,0.14,0,0,-1,0.000,0.000,5.235,77.207,1226,1536,1461,1505,1800,33,10.3,0,55,22.86,-1.38,1,-,0,18,2
10.247,ev0/lm0,-0.31,1.67,2.24,0.16,-1.28,-0.14,83.0,0.033,0.615,0.1017,5.20,255,0.09,0,0,-1,0.000,0.000,5.258,78.225,1231,1528,1467,1504,1800,33,10.5,0,55,22.86,-1.02,1,-,0,18,2
